07bdc54a-1ffa-42cf-9ac0-5591d6d1bffe,RevitInstanceElement,3DDuct&Equipment,142552,429ba882-f0a0-40fa-96e6-c6e02d9fc601-00022cd8
07bdc54a-1ffa-42cf-9ac0-5591d6d1bffe,RevitInstanceElement,3DPlumbing,215076,ca7eea47-78b0-4362-94ea-4fc3e43a0f69-00034824
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,600x600-250Neck,379463,3e918856-4041-4d31-ba0b-7a3a3b8705b8-0005ca47
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,379645,b22d5285-8aa3-423c-b58a-2f123a2ec2cc-0005cafd
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,379793,b22d5285-8aa3-423c-b58a-2f123a2ec2cc-0005cb91
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,379874,b22d5285-8aa3-423c-b58a-2f123a2ec2cc-0005cbe2
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,380093,4ac1827e-89cc-4dd6-9110-78912bf81d6b-0005ccbd
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,380218,4ac1827e-89cc-4dd6-9110-78912bf81d6b-0005cd3a
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,380235,4ac1827e-89cc-4dd6-9110-78912bf81d6b-0005cd4b
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,380347,4ac1827e-89cc-4dd6-9110-78912bf81d6b-0005cdbb
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,380406,4ac1827e-89cc-4dd6-9110-78912bf81d6b-0005cdf6
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,380715,4ac1827e-89cc-4dd6-9110-78912bf81d6b-0005cf2b
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitCurveElement,ModelLines,380780,4ac1827e-89cc-4dd6-9110-78912bf81d6b-0005cf6c
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,383543,859c8e57-3dbb-481c-83c8-3a8def511176-0005da37
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,14kW,386031,ac8b9fc6-24ff-4c3b-a4c6-035f009e396e-0005e3ef
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,386293,aa0f3eb4-4df4-4268-8257-eac715dfb56a-0005e4f5
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,386336,aa0f3eb4-4df4-4268-8257-eac715dfb56a-0005e520
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,386464,aa0f3eb4-4df4-4268-8257-eac715dfb56a-0005e5a0
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,386552,aa0f3eb4-4df4-4268-8257-eac715dfb56a-0005e5f8
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,386553,aa0f3eb4-4df4-4268-8257-eac715dfb56a-0005e5f9
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,386706,aa0f3eb4-4df4-4268-8257-eac715dfb56a-0005e692
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,386707,aa0f3eb4-4df4-4268-8257-eac715dfb56a-0005e693
c3eb294e-0df9-4107-b52c-69d74212011a,RevitElement,MechanicalSupplyAir1,387403,aa0f3eb4-4df4-4268-8257-eac715dfb56a-0005e94b
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,392168,7485c179-9364-48d7-b68b-6736718012c4-0005fbe8
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,392170,7485c179-9364-48d7-b68b-6736718012c4-0005fbea
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,392174,7485c179-9364-48d7-b68b-6736718012c4-0005fbee
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,392175,7485c179-9364-48d7-b68b-6736718012c4-0005fbef
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,392180,7485c179-9364-48d7-b68b-6736718012c4-0005fbf4
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,392192,7485c179-9364-48d7-b68b-6736718012c4-0005fc00
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,392199,7485c179-9364-48d7-b68b-6736718012c4-0005fc07
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,392200,7485c179-9364-48d7-b68b-6736718012c4-0005fc08
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,392203,7485c179-9364-48d7-b68b-6736718012c4-0005fc0b
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,392204,7485c179-9364-48d7-b68b-6736718012c4-0005fc0c
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,392205,7485c179-9364-48d7-b68b-6736718012c4-0005fc0d
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,392234,7485c179-9364-48d7-b68b-6736718012c4-0005fc2a
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,392555,7485c179-9364-48d7-b68b-6736718012c4-0005fd6b
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,392596,7485c179-9364-48d7-b68b-6736718012c4-0005fd94
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,392614,7485c179-9364-48d7-b68b-6736718012c4-0005fda6
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,392628,7485c179-9364-48d7-b68b-6736718012c4-0005fdb4
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,392633,7485c179-9364-48d7-b68b-6736718012c4-0005fdb9
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,392689,7485c179-9364-48d7-b68b-6736718012c4-0005fdf1
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,392788,7485c179-9364-48d7-b68b-6736718012c4-0005fe54
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,392857,7485c179-9364-48d7-b68b-6736718012c4-0005fe99
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,392961,7485c179-9364-48d7-b68b-6736718012c4-0005ff01
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393174,7485c179-9364-48d7-b68b-6736718012c4-0005ffd6
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,393339,7485c179-9364-48d7-b68b-6736718012c4-0006007b
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,393357,7485c179-9364-48d7-b68b-6736718012c4-0006008d
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393378,7485c179-9364-48d7-b68b-6736718012c4-000600a2
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,393414,7485c179-9364-48d7-b68b-6736718012c4-000600c6
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,393465,7485c179-9364-48d7-b68b-6736718012c4-000600f9
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,393506,7485c179-9364-48d7-b68b-6736718012c4-00060122
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,393562,7485c179-9364-48d7-b68b-6736718012c4-0006015a
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,393568,7485c179-9364-48d7-b68b-6736718012c4-00060160
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393577,7485c179-9364-48d7-b68b-6736718012c4-00060169
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,393607,7485c179-9364-48d7-b68b-6736718012c4-00060187
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393645,7485c179-9364-48d7-b68b-6736718012c4-000601ad
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,393674,7485c179-9364-48d7-b68b-6736718012c4-000601ca
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393702,7485c179-9364-48d7-b68b-6736718012c4-000601e6
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393747,7485c179-9364-48d7-b68b-6736718012c4-00060213
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393777,7485c179-9364-48d7-b68b-6736718012c4-00060231
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393779,7485c179-9364-48d7-b68b-6736718012c4-00060233
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393809,7485c179-9364-48d7-b68b-6736718012c4-00060251
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393838,7485c179-9364-48d7-b68b-6736718012c4-0006026e
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393916,7485c179-9364-48d7-b68b-6736718012c4-000602bc
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,393947,7485c179-9364-48d7-b68b-6736718012c4-000602db
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,393958,7485c179-9364-48d7-b68b-6736718012c4-000602e6
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,393959,7485c179-9364-48d7-b68b-6736718012c4-000602e7
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,393972,7485c179-9364-48d7-b68b-6736718012c4-000602f4
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,393983,7485c179-9364-48d7-b68b-6736718012c4-000602ff
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,393984,7485c179-9364-48d7-b68b-6736718012c4-00060300
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,450x200,394029,7485c179-9364-48d7-b68b-6736718012c4-0006032d
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,14kW,394114,5ec68365-0665-4e51-a975-99404495d608-00060382
c3eb294e-0df9-4107-b52c-69d74212011a,RevitElement,MechanicalSupplyAir2,394435,5ec68365-0665-4e51-a975-99404495d608-000604c3
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,394979,5ec68365-0665-4e51-a975-99404495d608-000606e3
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,394981,5ec68365-0665-4e51-a975-99404495d608-000606e5
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,395000,5ec68365-0665-4e51-a975-99404495d608-000606f8
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,395003,5ec68365-0665-4e51-a975-99404495d608-000606fb
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,395006,5ec68365-0665-4e51-a975-99404495d608-000606fe
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395026,5ec68365-0665-4e51-a975-99404495d608-00060712
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,395084,5ec68365-0665-4e51-a975-99404495d608-0006074c
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,395095,5ec68365-0665-4e51-a975-99404495d608-00060757
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395109,5ec68365-0665-4e51-a975-99404495d608-00060765
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,395119,5ec68365-0665-4e51-a975-99404495d608-0006076f
4700ea31-ef9e-4513-a226-dd92e2c30087,RevitMEPCurve,MiteredElbows/Taps,395189,5ec68365-0665-4e51-a975-99404495d608-000607b5
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,395310,5ec68365-0665-4e51-a975-99404495d608-0006082e
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,395457,5ec68365-0665-4e51-a975-99404495d608-000608c1
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395684,5ec68365-0665-4e51-a975-99404495d608-000609a4
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395719,5ec68365-0665-4e51-a975-99404495d608-000609c7
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395756,5ec68365-0665-4e51-a975-99404495d608-000609ec
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395764,5ec68365-0665-4e51-a975-99404495d608-000609f4
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,395778,5ec68365-0665-4e51-a975-99404495d608-00060a02
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395795,5ec68365-0665-4e51-a975-99404495d608-00060a13
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,395796,5ec68365-0665-4e51-a975-99404495d608-00060a14
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395836,5ec68365-0665-4e51-a975-99404495d608-00060a3c
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395855,5ec68365-0665-4e51-a975-99404495d608-00060a4f
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,395876,5ec68365-0665-4e51-a975-99404495d608-00060a64
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,395891,5ec68365-0665-4e51-a975-99404495d608-00060a73
c3eb294e-0df9-4107-b52c-69d74212011a,RevitMEPCurve,MiteredElbows/Taps,395914,5ec68365-0665-4e51-a975-99404495d608-00060a8a
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395938,5ec68365-0665-4e51-a975-99404495d608-00060aa2
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,Standard,395946,5ec68365-0665-4e51-a975-99404495d608-00060aaa
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,395961,5ec68365-0665-4e51-a975-99404495d608-00060ab9
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,395962,5ec68365-0665-4e51-a975-99404495d608-00060aba
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,45Degree,395963,5ec68365-0665-4e51-a975-99404495d608-00060abb
c3eb294e-0df9-4107-b52c-69d74212011a,RevitComponent,7kW,395978,dc86627d-cf12-49fe-bdad-488a619b34a1-00060aca
